date,presenter,pmid,title,journal,authors,doi,abstract,notes,pdf
2025-Oct,,40546085,Toll Like Receptors in the Larynx: Implications for Laryngeal Immunology.,The Laryngoscope,"Gowda, Madhu; Venkatraman, Anumitha; Mechler-Hickson, Alexandra; Lungova, Vlasta; Thibeault, Susan L",10.1002/lary.32366,"RATIONALE: Although optimal epithelial barrier function is essential to laryngeal health and disease, there is a surprising paucity of literature on the underlying immunological mechanisms in laryngeal epithelia. Toll like receptors (TLR) are a class of pattern-recognition receptor (PRR) proteins that are essential for regulating the innate and adaptive immune response in mucosal epithelia. Identifying the presence of TLR receptors in laryngeal epithelia and delineating their role in laryngeal i...",,
2025-Oct,,40536310,Update of Long-Term Outcomes After Cricotracheal Resection for Idiopathic Subglottic Stenosis.,The Laryngoscope,"Schiffer, Breanne L; Pierce, Jenny L; Smith, Marshall E",10.1002/lary.32326,OBJECTIVES: Idiopathic subglottic stenosis (iSGS) is a rare disease in which patients develop dyspnea from recurrent tracheal granulation scar. We present our long-term outcomes after crico-tracheal resection (CTR) for iSGS at a high-volume tertiary care center. We update our previous report in 2018 with seven additional years of follow-up. METHODS: A review was conducted with iSGS patients who underwent CTR between 1999 and 2017. Diagnosis of iSGS was based on history and bronchoscopy exam. Rec...,,
2025-Oct,,40536288,"How I Do IT: Making Awake Airway Examinations Safer, Cheaper, and Easily Accessible.",The Laryngoscope,"Roitman, Ariel; Duffy, Liam; Dailey, Seth H",10.1002/lary.32300,,,
2025-Oct,,40530780,In Reference to Laryngopharyngeal Reflux and Upper Airway Obstruction Patterns in Nonobese Sleep Apnea Patients.,The Laryngoscope,"Lechien, Jerome R; Chiesa-Estomba, Carlos M; Filali Ansary, Rania; Cammaroto, Giovanni; Iannella, Giannicola et al.",10.1002/lary.32357,,,
2025-Oct,,40530770,In Response to Laryngopharyngeal Reflux and Upper Airway Obstruction Patterns in Nonobese Sleep Apnea Patients.,The Laryngoscope,"Gul, Fatih",10.1002/lary.32362,,,
2025-Oct,,40515521,Phonatory Flap Wave in Platysma Skin Flap: Functional Evaluation and Influencing Factors Analysis.,The Laryngoscope,"Zhu, Wenying; Liang, Haifeng; Tian, Jiawang; Guan, Zhong; Zheng, Shibei et al.",10.1002/lary.32331,"OBJECTIVE: In this study, we analyze the phonatory function of the phonatory flap vibrational wave (PFVW) and examine potential factors influencing its formation, with a focus on the tissue structure of the platysma skin flap. This investigation aims to enhance the postsurgical voice quality of patients with laryngeal defects that have been repaired using platysma skin flaps. METHODS: A retrospective analysis was conducted on patients diagnosed with unilateral glottic laryngeal cancer, classifie...",,
2025-Oct,,40511877,Evaluation of Aerosol-Laden Plumes Generated by Jet Ventilation Using Background Oriented Schlieren.,The Laryngoscope,"Jou, Justin; Syam, S; Marouf, Azmi; Schroeder, Abbeigh N; Howard, N Scott et al.",10.1002/lary.32354,"OBJECTIVES: The risk of viral infection to healthcare workers during aerosol-generating procedures (AGPs) is an area of significant concern within the medical community. In this work, we analyze the flow patterns created by jet ventilation, a type of AGP used in laryngeal surgery, both qualitatively and quantitatively to assess the effects associated with commonly used jet ventilation settings. METHODS: We apply background oriented schlieren (BOS) imaging to visualize and analyze the aerosol-lad...",,
2025-Oct,,40497692,In Response to Does the TruBlue Laser Set Microlaryngoscopy Equipment on Fire?-A Systematic Evaluation.,The Laryngoscope,"Roitman, Ariel; Lunga, Tadeas; Venkatraman, Anumitha; Schroeder, Kristopher M; Thibeault, Susan L et al.",10.1002/lary.32346,,,
2025-Oct,,40497688,In Reference to Does the TruBlue Laser Set Microlaryngoscopy Equipment on Fire? A Systematic Evaluation.,The Laryngoscope,"Khanna, Kishen; Sekaran, Kiruthika; Das, Aparna",10.1002/lary.32345,,,
2025-Oct,,40497639,Simultaneous Upper Airway Dilation and Ventilation With the Trachealator: Technical Pearls and Pitfalls.,The Laryngoscope,"D'Oto, Alexandra D; Marshall, Camryn R; Crosby, Tyler W; Rosen, Clark A; Young, VyVy N et al.",10.1002/lary.32302,"OBJECTIVES: Balloon dilation is a method for treating laryngotracheal stenosis. This traditionally necessitates temporary airway occlusion, which requires apnea, carries the risk of barotrauma, and limits the duration of dilation. The Trachealator, a non-occlusive balloon, is designed to facilitate uninterrupted ventilation during dilation. This study presents a single institution experience with the Trachealator, encompassing its applications, technical nuances, and limitations. METHODS: Retros...",,
2025-Oct,,40492397,In Reference to The Evolution of Multidisciplinary Head and Neck Cancer Treatment.,The Laryngoscope,"Chiesa-Estomba, Carlos M; Andueza-Guembe, Maider; Maniaci, Antonino; Mayo-Yanez, Miguel; Vaira, Luigi Angelo et al.",10.1002/lary.32309,,,
2025-Oct,,40492386,In Response to The Evolution of Multidisciplinary Head and Neck Cancer Treatment.,The Laryngoscope,"Helou, Vanessa; Myers, Eugene N; Contrera, Kevin J",10.1002/lary.32310,,,
2025-Oct,,40485641,In Response to Sinonasal Intervention Reduces the Need for Pressure Equalization Tube Placement in Atopic Adults.,The Laryngoscope,"Schuman, Theodore A",10.1002/lary.32327,,,
2025-Oct,,40485640,In Reference to Sinonasal Intervention Reduces the Need for Pressure Equalization Tube Placement in Atopic Adults.,The Laryngoscope,"Hurst, David S",10.1002/lary.32329,,,
2025-Oct,,40481803,Penetrating Laryngeal Trauma: Management of Severe Injuries Without Open Reduction Internal Fixation.,The Laryngoscope,"Nguyen, Helen Hieu; Tong, Jane; Varone, Andrew; Fransman, Ryan B; Stein, Deborah M et al.",10.1002/lary.32306,"OBJECTIVE: Thyroid and cricoid cartilage fractures that are displaced or have multiple fracture lines are traditionally managed with open reduction and internal fixation (ORIF). In practice, patients with penetrating laryngeal trauma may have small fragments of cartilage that are difficult to reduce and fixate. This study examines outcomes in patients managed with and without ORIF. METHODS: A retrospective review was conducted of patients aged 18 years and older with penetrating laryngeal trauma...",,
2025-Oct,,40481755,"Doc, Just Cut My Ears Off-A Case Report of Actinomyces in Bilateral Chronic Auricular Chondritis.",The Laryngoscope,"Vivek, Niketna; Hoke, Austin; Patel, Priyesh N; Fletcher, Kenneth C",10.1002/lary.32316,"Ear piercings can lead to infectious complications, commonly involving Staphylococcus aureus and Pseudomonas aeruginosa . This is the first documented case of bilateral chronic auricular chondritis caused by Actinomyces odontolyticus following cartilage piercings. This case highlights a uniquely morbid case necessitating interdisciplinary care and aggressive surgical intervention for resolution.",,
2025-Oct,,40481740,HPV6-Induced Gene Expression Signature in Recurrent Respiratory Papillomatosis.,The Laryngoscope,"Matsumoto, Naoyuki; Ueha, Satoshi; Ueha, Rumi; Koyama, Misaki; Yamakawa, Kaoru et al.",10.1002/lary.32325,"OBJECTIVES: Recurrent respiratory papillomatosis (RRP) is caused by human papillomavirus (HPV) types 6 and 11. However, the cellular and molecular mechanisms underlying its pathogenesis remain to be elucidated. Recently, the conditional reprogramming (CR) method, which reprograms epithelial cells to an undifferentiated stem cell state, has been shown to be effective for studying RRP. Here, we investigated the relationship between viral and host gene expression in CR cells and explored the molecu...",,
2025-Oct,,40444945,Pediatric Recurrent Unilateral Epistaxis: A Case Report of Intranasal Glomus Tumor.,The Laryngoscope,"Pereira, Nicola M; Merl, Sarah; Turk, Andrew; Jang, Minyoung",10.1002/lary.32279,"As children reach their teenage years, epistaxis becomes increasingly less common, thus teenagers presenting with recurrent epistaxis merit additional diagnostic scrutiny. This case report describes a unique case of an intranasal glomus tumor in a pediatric patient who presented initially with recurrent unilateral epistaxis. This case highlights the complexities of the workup for recurrent epistaxis when diagnosis is not readily apparent and emphasizes the need for vigilance in considering atypi...",,
2025-Oct,,40444408,Paxlovid Is Associated With Lower Rates of Long COVID-19 Smell and Taste Disorders.,International forum of allergy & rhinology,"Wang, Esther; Patel, Zara M",10.1002/alr.23612,"BACKGROUND: Research is needed on treatments that prevent progression to long COVID-19 olfactory and gustatory dysfunction, which millions continue to suffer from. We sought to explore the utility of Paxlovid in decreasing rates of long COVID-19 smell and taste loss. DESIGN: This case-control study at a single tertiary medical center examined patients who were acutely infected with COVID-19 and received Paxlovid from December 2021 to September 2023 and age-matched infected patients who did not r...",,
2025-Oct,,40444406,Uncovering Key Features for Predicting Comorbid Chronic Eosinophilic Pneumonia in Chronic Rhinosinusitis via Machine Learning.,International forum of allergy & rhinology,"Ishikawa, Masaaki; Jiang, Zhiqian; Nguyen, Canh Hao; Hatsukawa, Hiroatsu; Hirai, Tomoyuki et al.",10.1002/alr.23613,"BACKGROUND: Chronic eosinophilic pneumonia (CEP) can occur concurrently with chronic rhinosinusitis (CRS). However, crucial features of comorbid CEP in patients with CRS remain unclear. METHODS: Features of comorbid CEP were thoroughly investigated using machine learning (ML). In ML, (i) highly predictable performance and (ii) high interpretability (e.g., presenting classification rules understandable to clinicians) are two objectives with a tradeoff relationship, resulting in both being simulta...",,
2025-Oct,,40439037,"Oropharyngeal Dysphagia Following Lung Transplantation: Incidence, Risk Factors, and Outcomes.",The Laryngoscope,"Barilka, Margaret; Kutler, Rachel B; Rodrigues, Gabriela; Pomenti, Sydney; D'Ovidio, Frank et al.",10.1002/lary.32297,BACKGROUND: Oropharyngeal dysphagia (OPD) is a risk factor for postoperative morbidity and mortality in lung transplant patients. This study evaluates the incidence and predictors of OPD following lung transplantation. METHODS: A total of 394 patients who underwent lung transplantation at an academic center between February 2020 and June 2024 were retrospectively reviewed. Clinicodemographic and swallowing data were collected. Univariable and multivariable regression were used in the analysis. R...,,
2025-Oct,,40439006,Neurosarcoidosis Involving the Petrous Apex and Clivus.,The Laryngoscope,"Lee, Lawrance; Richard, Hope; Canissario, Ryan P; Schuman, Theodore A; Manzoor, Nauman F",10.1002/lary.32283,"Neurosarcoidosis is a rare disorder that seldom involves structures of the temporal bone. Identification and management are critical as, if appropriately treated, patients are able to achieve good hearing and facial nerve outcomes.",,
2025-Oct,,40401825,"Multidiscipline Therapy: Cervicofacial Vascular Anomaly With Macroglossia, Maxillofacial Deformity.",The Laryngoscope,"Jiang, Xuan; Hu, Li; Wei, Min; Yang, Xi; Chen, Hui et al.",10.1002/lary.32285,"Vascular malformations are congenital vascular developmental defects that usually grow slowly and persist throughout life. Venous malformations (VMs) are the most prevalent type of vascular anomalies, representing roughly 70% of all cases. VMs can cause significant pain, impaired mobility, disrupt organ function, and in severe cases, become life-threatening. Intralesional sclerotherapy after tracheotomy is a safe and effective treatment for extensive VMs involving oropharyngeal areas of the head...",,
2025-Oct,,40396584,Characterizing Disease Severity Through Surgical Recurrence Rates in Idiopathic Subglottic Stenosis.,The Laryngoscope,"Bowen, Andrew Jay; Awadallah, Andrew; McCalla, Monet; Roitman, Ariel; Ali, Hawa et al.",10.1002/lary.32280,"OBJECTIVE: There is currently not a marker of disease severity in idiopathic subglottic stenosis (iSGS). Our objective was to characterize iSGS patients' disease severity using endoscopic surgery rates. METHODS: This was a two-center retrospective analysis of iSGS patients with a minimum of 4 years of follow up following an initial endoscopic procedure (laser wedge excision (LWE) or endoscopic dilation (ED)). Disease severity was classified into Groups A-C, based on whether patients had fewer (G...",,
2025-Oct,,40387279,Prevalence of Esophageal Webs in Patients Undergoing Direct Laryngoscopy.,The Laryngoscope,"Yang, Zao M; Stockton, Savannah M; Compton, Evan C; Butler, Jennifer J; Johnson, Christopher M et al.",10.1002/lary.32282,"INTRODUCTION: The prevalence of esophageal webs in the pharyngoesophageal segment (PES) is unknown, in part because webs produce inconsistent symptomatology and can be difficult to diagnose. This study aims to determine the prevalence of PES webs in patients undergoing endoscopic laryngeal surgery. METHODS: This retrospective cohort study included patients undergoing laryngoscopy for pathology unrelated to webs. Evaluation for the presence of a web was performed on standard/routine examination o...",,
2025-Oct,,40387265,Synchrotron-Based Trauma Assessment of Robotic Electrode Insertions in Cochlear Implantation.,The Laryngoscope,"Chen, Joseph M; Lin, Vincent Y W; Le, Trung N; Spiegel, Jennifer L; Ungar, Omer J et al.",10.1002/lary.32254,"OBJECTIVES: Minimizing intraoperative trauma during cochlear implant electrode insertion is crucial for preserving residual hearing. Manual insertions are subject to variability due to surgeon experience and anatomical differences, often leading to inconsistent outcomes. Robotic-assisted systems have been developed to improve insertion precision and reduce trauma. This study evaluates the safety and efficacy of the OTODRIVE system for cochlear implant electrode insertion. METHODS: Fifteen cadave...",,
2025-Oct,,40387017,Molecular Profiling and Tumor Microenvironment in Sinonasal Mucosal Melanoma as Biomarkers for Enhanced Prognostic Stratification.,International forum of allergy & rhinology,"Molina-Garcia, Manuel; Rojas-Lechuga, Maria Jesus; Langdon, Cristobal; Mateu, Judit; Bague, Jaume et al.",10.1002/alr.23606,"BACKGROUND: Sinonasal mucosal melanoma (SNMM) is a rare and aggressive melanoma subtype with a notably poor prognosis. Despite molecular characterization advances, SNMM remains clinically challenging, highlighting the need for detailed molecular profiling. This study aimed to identify the molecular features of SNMM, elucidate its prognostic implications, and provide insights for improved therapies. METHODS: Sixteen SNMM tumors were retrospectively analyzed at the Hospital Clinic of Barcelona. Ne...",,
2025-Oct,,40387008,Development and Validation an Integrated Deep Learning Model to Assist Eosinophilic Chronic Rhinosinusitis Diagnosis: A Multicenter Study.,International forum of allergy & rhinology,"Li, Jingjing; Mao, Ning; Aodeng, Surita; Zhang, Haicheng; Zhu, Zhenzhen et al.",10.1002/alr.23595,"BACKGROUND: The assessment of eosinophilic chronic rhinosinusitis (eCRS) lacks accurate non-invasive preoperative prediction methods, relying primarily on invasive histopathological sections. This study aims to use computed tomography (CT) images and clinical parameters to develop an integrated deep learning model for the preoperative identification of eCRS and further explore the biological basis of its predictions. METHODS: A total of 1098 patients with sinus CT images were included from two h...",,
2025-Oct,,40386824,Parotid Pleomorphic Adenoma and Apparent Diffusion Coefficient: A Novel Clinical Prediction Tool.,The Laryngoscope,"Abend, Audrey; Keir, Graham; Krishnan, Karthik; Kim, Jessica; Strauss, Sara et al.",10.1002/lary.32276,"OBJECTIVES: Pleomorphic adenoma (PA) is the most common benign salivary gland tumor. MRI is a non-invasive diagnostic tool, but its sensitivity and specificity varies. Incorporating diffusion-weighted imaging (DWI) and quantitative apparent diffusion coefficient (ADC) assessment may enhance preoperative diagnosis. Our primary objective was to determine if including these variables in a clinical tool would enhance the diagnostic utility of MRI. METHODS: A retrospective study was conducted at Weil...",,
2025-Oct,,40384632,Associations Between Hearing Loss and Dementia in a Large Electronic Health Record System.,The Laryngoscope,"Tucker, Lauren H; Grewal, Maeher R; Chern, Alexander; Denham, Michael W; Weitzman, Rachel E et al.",10.1002/lary.32273,"OBJECTIVES: Epidemiologic analyses of hearing loss utilize national volunteer-based datasets that are restricted by limited variables and few individuals with severe disease. We overcome these limitations using two large electronic health records to study whether audiometric hearing loss is associated with dementia. METHODS: This was a cross-sectional, multicentered retrospective study using the electronic health records at the academic medical centers of Columbia University and Cornell Universi...",,
2025-Oct,,40384602,Long-Term Cochlear Implant Sensitivity in Patients With Far Advanced Otosclerosis.,The Laryngoscope,"Quatre, Raphaële; Bonnard, Åsa; Wales, Jeremy; Eklöf, Martin",10.1002/lary.32271,"OBJECTIVE: Cochlear implantation in otosclerosis patients presents unique surgical and programming challenges. The success and satisfaction of these patients heavily depend on precise speech processor fitting. Increased bone growth and tissue mass associated with otosclerosis can hinder electrical current flow, adding resistance to stimuli transmission to ganglion cells. This study aimed to evaluate mid- and long-term cochlear implant fitting in otosclerosis patients compared to a control group....",,
2025-Oct,,40377211,Survival Correlates With Adjuvant Choice in Sentinel Node Positive Head and Neck Cutaneous Melanoma.,The Laryngoscope,"Dadafarin, Sina; Alvi, Mohammed A; Massa, Sean T; Veatch, Joshua; Rizvi, Zain H",10.1002/lary.32269,OBJECTIVE(S): The objective of this study is to evaluate the utilization and outcomes of completion lymph node dissection (CLND) and immunotherapy for sentinel lymph node biopsy (SLNB) positive head and neck cutaneous melanoma (HNCM). METHODS: Patients with primary HNCM and positive SLNB in the 2020 National Cancer Database (NCDB) Melanoma file were reviewed. The frequency of CLND and immunotherapy was tracked from 2012 to 2019. Clinicodemographic features of patients were evaluated with respect...,,
2025-Oct,,40371996,Artificial Intelligence in Surgical Training and Applications to Otolaryngology: A Scoping Review.,The Laryngoscope,"Xiao, Jenny; Wolter, Nikolaus E; Davies, Joel C; Propst, Evan J; Crowson, Matthew G et al.",10.1002/lary.32246,"OBJECTIVE: Traditional evaluations of surgical skills in otolaryngology rely heavily on subjective assessments, which are prone to variability and bias. This study aims to examine advancements in artificial intelligence (AI) applications for surgical skills evaluation with a focus on their potential to enhance otolaryngology education. DATA SOURCES: A systematic search of MEDLINE, Embase, Cochrane Database of Systematic Reviews, and Google Scholar was conducted using search terms related to AI a...",,
2025-Oct,,40371962,Patient-Reported Outcome Measures in Maxillofacial Trauma: A Scoping Review.,The Laryngoscope,"Zebolsky, Aaron L; Krebs, Jillian P; Behymer, Nicholas; Clarke, Travis; Eid, Anas",10.1002/lary.32270,"OBJECTIVE: The majority of maxillofacial trauma research is limited to objective and clinician-rated outcome metrics. This review was designed to characterize topic domains of patient-reported outcome measures (PROMs) previously used in the field. DATA SOURCES: PubMed, Cochrane, Scopus, and CINAHL. REVIEW METHODS: Publications through March 2025 reporting at least one PROM in maxillofacial trauma patients were included. Study metadata was recorded, and survey instruments were classified as estab...",,
2025-Oct,,40371737,"Expert Strategies: Skull Base Reconstruction-Global Perspectives, Insights, and Algorithms through a Mixed Methods Approach.",International forum of allergy & rhinology,"Kuan, Edward C; Talati, Vidit; Patel, Jagatkumar A; Nguyen, Theodore V; Abiri, Arash et al.",10.1002/alr.23596,"OBJECTIVE: There is limited consensus on endoscopic skull base surgery (ESBS) reconstruction principles. This study aims to generate comprehensive themes regarding ESBS reconstruction by pooling the experiences of ESBS experts, with comparison to a literature review of current published evidence. METHODS: Structured qualitative interviews of ESBS experts regarding postoperative management and reconstruction of various defect locations were conducted. RESULTS: A total of 68 experts comprising 40 ...",,
2025-Oct,,40364730,"FDA Recalls of Image Guidance Systems for Sinus and Skull Base Surgery, 2003-2024.",International forum of allergy & rhinology,"Rajan, Thriaksh; Schlosser, Rodney J; Soler, Zachary M; Walz, Patrick; Wu, Kyle C et al.",10.1002/alr.23590,"BACKGROUND: Surgeons use stereotactic image guidance systems (IGS) to help navigate complex anatomy. However, the FDA has received reports of IGS malfunction linked to operative delays and complications. We investigated FDA recalls of IGS between 2003 and 2024. METHODS: We performed a cross-sectional analysis of IGS recalls occurring between January 1, 2003, and December 1, 2024 (analytical cut-off date) using the FDA Medical Device Recalls database. For each recall, we extracted FDA-designated ...",,
2025-Oct,,40359321,Otopathologic Patterns of Cellular Degeneration in the Peripheral Vestibular Organ Secondary to Head Trauma.,The Laryngoscope,"Shimura, Tomotaka; Takeuchi, Mio; Keskin Yilmaz, Nevra; Rajan, Dilshan; Cureoglu, Sebahattin et al.",10.1002/lary.32258,"OBJECTIVE: This study examined patterns of cellular and neural degeneration in the peripheral vestibular system following head trauma, comparing cases with and without skull/temporal bone fractures. METHODS: We analyzed 26 temporal bones (17 cases) with head trauma with fractures (six cases, nine ears) and ones without fractures (11 cases, 17 ears). Appropriate age-matched control groups comprising temporal bones without temporal bone pathology were included for comparative purposes. Histopathol...",,
2025-Oct,,40359314,Nutritional Outcomes in HPV-Associated Oropharyngeal Squamous Cell Carcinoma After Transoral Robotic Surgery.,The Laryngoscope,"Bzhilyanskaya, Vera; Tong, Jane Y; Ferris, Matthew J; Molitoris, Jason K; Hatten, Kyle M",10.1002/lary.32264,"OBJECTIVES: Nutritional outcomes following transoral robotic surgery (TORS) for human papillomavirus (HPV) associated oropharyngeal squamous cell carcinoma (OPSCC) are poorly understood. This study evaluates how TORS, with or without adjuvant treatment, impacts swallowing and weight loss. METHODS: All patients treated with TORS for HPV-associated OPSCC from January 2016 to December 2023 were included. Weight loss, functional oral intake, feeding tube dependence, patient demographics, and treatme...",,
2025-Oct,,40355346,Development of a Core Outcome Set for Intervention Studies in Adults With Laryngotracheal Stenosis.,The Laryngoscope,"Clunie, Gemma M; Freeman-Sanderson, Amy; Al-Yaghchi, Chadwan; Roe, Justin W G; Alexander, Caroline et al.",10.1002/lary.32262,OBJECTIVE: Adult acquired laryngotracheal stenosis (LTS) is a chronic condition with heterogeneous treatment options and a significant symptom burden. Synthesis of data across research studies to guide clinical decision-making is challenging due to inconsistent outcome selection and use of unvalidated measures. Our objective was to establish a core outcome set (COS) for studies of LTS interventions in adults. METHODS: We conducted a two-round modified e-Delphi study. We reviewed published system...,,
2025-Oct,,40355345,Cost Benefit and Carbon Emission Saving Analysis of Remote Cochlear Implant Programming.,The Laryngoscope,"Gaebe, Karolina; Ng, Amy; Spiegel, Jennifer L; Le, Trung N; Lin, Vincent Y-W et al.",10.1002/lary.32263,OBJECTIVE: To assess the financial benefits and carbon emission savings associated with performing virtual-synchronous remote programming and troubleshooting following cochlear implant (CI) placement for patients who live in remote regions. METHODS: CI users living ≥ 100 km from the implant center with ≥ 1 month CI experience were included. Participants were either assigned to home visits using a portable laptop (Remote Laptop; n = 20) or attended visits through the nearest Remote Hosted Site (n...,,
2025-Oct,,40353761,The Metabolic Outcomes of Obstructive Sleep Apnea Surgery: A Scoping Review.,The Laryngoscope,"Kutler, Rachel B; Caplan, Ian F; Jelic, Sanja; St-Onge, Marie-Pierre; Cai, Yi",10.1002/lary.32255,"OBJECTIVES: To evaluate the available evidence on the metabolic outcomes of obstructive sleep apnea (OSA) surgery and identify gaps in the current literature. DATA SOURCES: A literature search was performed using PubMed, Embase, Web of Science, and Cochrane Library databases. REVIEW METHODS: Search strategy was developed with a senior informationist at our institution. Metabolic measures of interest included insulin resistance, fasting glucose, hemoglobin A1C (HbA1c), inflammatory markers, adipo...",,
2025-Oct,,40353737,Outcomes of Virtually Assisted Personalized Tracheostomy Tubes for Congenital Airway Anomalies.,The Laryngoscope,"Clements, Anna Christina; Evans, Sean S; Mockler, Blair; Richardson, Clare; Bly, Randall A et al.",10.1002/lary.32257,"OBJECTIVE(S): To measure clinical outcomes and respiratory trajectories after the placement of virtually assisted personalized tracheostomy tubes (vapTT) designed for patients with congenital airway anomalies (CAA). METHODS: Retrospective review was performed of vapTT candidates, which included patients with CAA experiencing recurrent respiratory failure due to ongoing TT obstruction despite exhaustion of commercially available TT. VapTT design used a previously reported protocol for virtual mod...",,
2025-Oct,,40346862,Malignant Transformation Rate of Oral Premalignant Disorders: A Large Database Analysis.,The Laryngoscope,"Meci, Andrew; Goyal, Neerav; Goldenberg, David",10.1002/lary.32236,"OBJECTIVES: Oral leukoplakia (OL), oral lichen planus (OLP), and oral submucous fibrosis (OSF) are precancerous lesions known to progress to oral squamous cell carcinoma (OSCC). The transformation rates to OSCC are controversial and have been based on small, heterogeneous, single-institution studies. We present the largest study to date looking at the malignant transformation rates of these oral premalignant disorders (OPMD). METHODS: We conducted a retrospective cohort study within the TriNetX ...",,
2025-Oct,,40346859,Endoscopic Anteroposterior Cricoid Split in Idiopathic Bilateral Vocal Fold Immobility in Newborns: A Consecutive Case Series.,The Laryngoscope,"Chebib, Emilien; Luscan, Romain; Couloigner, Vincent; Leboulanger, Nicolas; Thierry, Briac",10.1002/lary.32244,"OBJECTIVE: The objective of this study was to evaluate the efficacy of endoscopic anteroposterior cricoid split (APCS) in the management of congenital idiopathic bilateral vocal fold immobility (ciBVFI). METHODS: In this retrospective monocentric study, all patients who underwent APCS for ciBVFI between January 2017 and December 2022 were included. APCS was indicated in case of failure to wean off non-invasive ventilation (NIV) or in cases requiring intubation. Surgical success was defined as th...",,
2025-Oct,,40346847,Systematic Review of Quality of Life in Bone Anchored Hearing: Conductive vs. Unilateral Sensorineural Hearing Loss.,The Laryngoscope,"Théorêt, Karina; Deng, Jiahao; da Silva, Sabrina Daniela; Guadagno, Elena; Daniel, Sam J",10.1002/lary.32229,"OBJECTIVE: The purpose of this study was to systematically review the differences in disease-specific quality of life (QoL) benefits experienced by bone-anchored hearing implant (BAHI) users between those diagnosed with unilateral sensorineural hearing loss (U-SNHL) and those with conductive/mixed hearing loss (CHL). DATA SOURCES: Eligible studies were searched for in Medline (Ovid), Embase (Ovid), CINAHL (Ebsco), Cochrane (Wiley), Global Health (Ovid), Web of Science (Clarivate Analytics), Afri...",,
2025-Oct,,40346846,Post-Intubation Acute Laryngeal Injuries: Analysis of Predictive Factors of Poor Prognosis.,The Laryngoscope,"Lira, Nicole Elen; Kuhl, Leonardo Palma; Maróstica, Paulo José Cauduro; Schweiger, Claudia",10.1002/lary.32256,"OBJECTIVE: The objective of this study was to review the endoscopic management of post-intubation acute laryngeal injuries in children, the outcome of these treatments, and the possible factors for a poor outcome. METHODS: The study included all pediatric patients aged 0-14 years with an endoscopic diagnosis of post-intubation acute laryngeal injuries, treated at the Hospital de Clínicas de Porto Alegre from January 2018 to December 2022. The endoscopic techniques used for the treatment of injur...",,
2025-Oct,,40346843,Bariatric Surgery Lowers Incidence of Chronic Rhinosinusitis and Functional Endoscopic Sinus Surgery.,The Laryngoscope,"Thatte, Shvetali; Chaaban, Mohamad R",10.1002/lary.32265,"OBJECTIVE: This study evaluates if undergoing bariatric surgery for patients with obesity results in a decreased incidence of chronic rhinosinusitis (CRS) and fewer functional endoscopic sinus surgeries (FESS). METHODS: A retrospective cohort analysis was conducted using the US Collaborative Network on the TriNetX Analytics Platform. Adult patients with obesity (most recent value of BMI ≥ 30 kg/m RESULTS: Two years after surgery, patients with obesity who underwent bariatric surgery had a decrea...",,
2025-Oct,,40344225,Hyams Grade and Ki-67 as Predictive Factors for Primary Treatment Failure in Olfactory Neuroblastoma.,The Laryngoscope,"Koch, Michael; Balk, Mathias; Schlaffer, Sven; Agaimy, Abbas; Iro, Heinrich et al.",10.1002/lary.32238,"BACKGROUND/OBJECTIVE: Tumor progression and first recurrence (TPR) after curative treatment for olfactory neuroblastoma can be regarded as primary treatment failure. Prognostic parameters for TPR and primary tumor-progression-free and recurrence-free survival (TPRFS) have not been sufficiently investigated in the literature. METHODS: Data for 43 patients were analyzed retrospectively to evaluate prognostic parameters for TPR after curative treatment for olfactory neuroblastoma: age, age < / ≥ 50...",,
2025-Oct,,40342158,Pill Shape Determines Esophageal Transit Times-A Pill-to-Pill Study.,The Laryngoscope,"Allen, Jacqui; MacKay, Georgia; Miles, Anna",10.1002/lary.32266,"OBJECTIVE: When manufacturing medications, several parameters are considered in pill design, particularly shape and size. We hypothesized that oval-shaped pills would transit more quickly through the esophagus than round pills. METHODS: Esophageal transit time (pill) (ETTp) of round and oval barium dummy-pills, derived from VFSS in 112 healthy individuals with no swallowing complaints and 50 individuals referred with swallowing complaints, was compared. ETTp was measured using quantitative softw...",,
2025-Oct,,40342152,"One Thousand and One Balloon Dilations of the Eustachian Tube In-Office: Protocol, Outcomes, and Pitfalls.",The Laryngoscope,"Møller, Martin Nue",10.1002/lary.32248,"INTRODUCTION: Balloon dilation of the eustachian tube has gained ground in the treatment of chronic dysfunction ranging from severe otitis media with effusion (COME) to the milder barochallenge. Together with concomitant procedures such as balloon sinuplasty or middle ear surgery, the procedure has become increasingly popular as more physicians look for options in-office. This is a retrospective study of the performance of a single surgeon through 7 years, the evolution of the anesthetic protoco...",,
2025-Oct,,40342052,Effects of Gastric Juice Exposure on Structure and Function of Rat Eustachian Tube.,The Laryngoscope,"Song, Hui; Guo, Mengyuan; Jia, Jianping; Wang, Fangyuan; Zhang, Yanping et al.",10.1002/lary.32245,"OBJECTIVE: A rat model of reflux-induced secretory otitis media was constructed by injecting artificial gastric juice to investigate the effects of acidic reflux fluid on the structure and function of the mucosa of the rat eustachian tube (ET), and to explore the pathogenesis of reflux-induced secretory otitis media. METHODS: The ET pharyngeal orifice of Sprague-Dawley (SD) rats was exposed to the artificial gastric juice in the experimental groups. Then optical and electron microscopic examinat...",,
